asin	title	cat	subCat	imgUrl	desc	salRank	brand	price
B00AERVJCM	LG 840G Prepaid Phone With Triple Minutes (Tracfone)	Cell_Phones_and_Accessories	Phones	http://ecx.images-amazon.com/images/I/51zdCRiOHrL._SX300_.jpg	"Package includes: \n\nLG 840G (Black color), LG Battery, LG Battery Door, LG Home Charger, Tracfone Activation Card, 2GB microSD Memory Card and Tracfone User Guide"	13340	LG	149.99
B00AHHYNDG	Bem HL2022B Bluetooth Mobile Speaker for Smartphones - Retail Packaging - Black	Cell_Phones_and_Accessories	Bluetooth Speakers	http://ecx.images-amazon.com/images/I/31l9v4NK4ML._SX300_.jpg	null	11889	Bem	49.99
B00AIU4ZDA	Generic Unlocked Quadband 2 sim with Android 2.3 OS (Android 4.1 UI) Smart Phone 4.0 Inch Capacitive Touch Screen Compatible with GSM carriers T-mobile Simple mobile (White)	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51w5jrfOOWL._SY300_.jpg	"SIM card: DualSIM, Dual Standby Dual Camera: Front 0.3MP / Rear 2.0MP Screen: 4 inch HVGA TFT Full Touch Screen Resolution: 480*800 pixels, 256k colors Network compatibility: GSM 850/900/1800/1900 MHz Internal Memory: 512MB ROM + 256MB RAM External Storage: MicroSD Card (max to 32GB) Multimedia: MP3/MP4 player/FM radio Supports Bluetooth Other functions: Alarm, Clock, Calendar, Calculator, Recorder, Radio, Game Color: White  Language: English, Spanish, Portuguese, German, Italian, Chinese, Vietnamese ...."	3330	TokyoSlurpKINGS	190.00
B00AKG2XSQ	LG Optimus L9 P769 4GB Android Smartphone - T-Mobile	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41lgh8xAARL._SX300_.jpg	"The latest and greatest of the Optimus line, is the LG Optimus L9. This phone has a sophisticated, slim design that will fit any from your purse to your pocket. Running on Android 4.1.2 (Jelly Bean) with a powerful 1.0 Ghz Dual-Core processor your experience when surfing the internet, updating your facebook status, and playing your app will be silky smooth. With Quickmemo, you can capture your screen and make notes with your finger then share them online, by text and email. With Smartshare you can simply send your videos to your smartshare enabled tv. With a sweet 5.0 megapixel camera and LED flash lets you capture continuous pictures in a row and with panorama shot, you can capture a beautiful picture of the skyline. Worried about a shaky picture, just say cheese and your picture will be snapped! So why are you still reading this? Go ahead and add this beautiful LG Optimus L9 in Excellent condition to your cart now!Phone SpecificationsCameraConnectivityDataDisplayGeneralInputMessaging5.0 MPBluetoothA-GpsTouch ScreenRinger IDPredictive TextEmailCamera FlashMobile HotspotHSPA"	1235	LG	190.00
B00ALGOQCQ	Samsung Galaxy S3 GT-i8190 Mini Blue 8GB factory Unlocked 3G 900/1900/2100	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51DrEJk-aJL._SY300_.jpg	"The GALAXY S3 mini runs Android 4.1 (Jelly Bean)with a 4.0 display while maintaining the familiar Galaxy S3 design. The Galaxy S3 Mini is powered by NovaThor U8420 Dual-core 1 GHz CPU with 1GB of RAM and a 5MP camera that does 720p HD videos. The Galaxy S3 Mini is full of graphical capabilities, fast screen transitions, and an upgraded Google Now service featuring contextual search. Over at the front, there's a VGA camera for conference calls. The 4.0 display is of Super AMOLED variety and pushes 800&#xD7;480 resolution."	939	Samsung	299.99
B00AQ30KLK	"Samsung Galaxy S II 4G Prepaid Android Phone, Titanium (Virgin Mobile)"	Cell_Phones_and_Accessories	Phones	http://ecx.images-amazon.com/images/I/51x8Zj2jpRL._SY300_.jpg	null	32514	Samsung	109.00
B00AQUO5RI	Jabra SPEAK 510 Wireless Bluetooth Speaker for Softphone and Mobile Phone	Cell_Phones_and_Accessories	Bluetooth Speakers	http://ecx.images-amazon.com/images/I/41M9WbK3MDL._SY300_.jpg	null	2712	Jabra	38.00
B00AR23T5O	Nokia Lumia 920 Black Factory Unlocked 32GB phone 4G LTE	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41ZJ3dyCmiL._SY300_.jpg	"Sporting a 4.5-inch PureMotion HD+ capacitive multi-touchscreen, it delivers outstanding visual output and simplifies operation."	3025	Nokia	190.00
B00AXLLE0G	LG Optimus Extreme Android Prepaid Phone (Net10)	Cell_Phones_and_Accessories	Phones	http://ecx.images-amazon.com/images/I/41dXZOTQUSL._SY300_.jpg	"Getting in touch with friends and family comes easy with the Net10 LG Optimus Extreme Prepaid Phone. This prepaid phone offers the freedom to pay only what you use. Plus, the LG Optimus Extreme comes with great features that make it a great communication tool. Run by an Android operating system, you can download fun apps straight from Google Play. Its touchscreen display gives you one-touch access to your mobile contens. This smartphone even comes with a built-in WiFi and a 5MP camera. Purchase the Net10 LG Optimus Extreme Prepaid Phone right away!"	28413	LGIC	109.00
B00B090QRM	"Samsung Ativ S I8750 16GB Unlocked GSM Phone with Windows 8 OS, 4.8&quot; Super AMOLED Touchscreen, 8MP Camera + Secondary 1.9MP Camera, GPS, Wi-Fi, Bluetooth, NFC and microSD Slot - Gray"	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41c5nRTZVgL._SX300_.jpg	"Do it All. Windows on the Go. Samsung ATIV S delivers the ultimate Smartphone experience with seamless functionality and superb viewing. Outfitted with new Windows Phone 8 for advanced but easy usability, designed to be compatible across devices. Ideal for work and play, inspires you to create contents, boosts your enjoyment in sharing and consuming them. Samsung ATIV S is a marvel of design and performance, starting with its beautiful hairline finish and stunning 4.8"" HD Super AMOLED display. Impressive 1.5GHz dual-core processor and HSPA?42 connectivity facilitate superb browsing, super-responsive gaming, the most productive work applications. Share. Create. Live."	23340	Samsung	190.00
B00B11AVCY	Skinomi&reg; TechSkin - Pebble E-Paper Smartwatch Screen Protector + Carbon Fiber Black Full Body Skin Protector / Front &amp; Back Premium HD Clear Film / Ultra High Definition Invisible and Anti Bubble Crystal Shield with Free Lifetime Replacement Warranty - Retail Packaging	Cell_Phones_and_Accessories	Smart Watches & Accessories	http://ecx.images-amazon.com/images/I/51Q3UV7ljnL._SY300_.jpg	"About the Carbon Fiber SeriesThe Skinomi Carbon Fiber Series Protector Film is a break-though in mobile protection technology. By utilizing state-of-the-art materials, the film offers effective damage protection without adding additional weight or bulk to your device. Essentially, you get the protection of a durable case without the excess weight. Every Skinomi product is carefully engineered and custom-fit to offer precise fitment for maximum protection and style. At just .1 millimeters thick, the Carbon Fiber skin is virtually weightless, yet incredibly strong and nearly impenetrable. The elegant film looks and feels like real, grade-A carbon fiber. It is not just a print, but texturally identical to threaded carbon fiber for that high-end look and feel.InstallationInstalling the Skinomi Carbon Fiber Film is easy and does not require liquid. The adhesive-side of the skin is specially engineered with a grid-like pattern that allows air bubbles to escape. This grid helps the skin adhere completely to the device by extracting gaps and pockets of air, which in turn prevents peeling.Key FeaturesEasy installation- Carbon Fiber Film does not require liquidDurability- Grade-A materials and unique adhesive properties create a long lasting protective solutionDesign- Precision manufacturing preserves your device's original design and does not affect functionsAdded Bonus- Original TechSkin Screen ProtectorMade in the USASkinomi Kit Includes:Skinomi Carbon Fiber Series Film ProtectorSkinomi TechSkin Screen ProtectorInstallation Solution for Screen ProtectorLifetime Warranty*The Skinomi Carbon Fiber Series Protector Film is a high-quality protective film and not a case."	59385	Skinomi	12.99
B00B1O15C6	Nokia Lumia 820 8GB Unlocked GSM 4G LTE Windows 8 Cell Phone - Black	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51UD0xgw5NL._SY300_.jpg	"The Nokia Lumia 820 with 4G LTE and Windows Phone 8 is truly a value-priced powerhouse. Enjoy the fastest web browsing possible thanks to the 1.5GHz Dual-Core Snapdragon Qualcomm Processor, Internet Explorer 10, and much more. And full Windows Phone 8 interoperability allows unprecedented storage and backup."	2405	Nokia	84.99
B00B1TNF7E	"Samsung Galaxy S II 4G Prepaid Android Phone, White (Virgin Mobile)"	Cell_Phones_and_Accessories	Phones	http://ecx.images-amazon.com/images/I/41sve%2B5GvVL._SX300_.jpg	"Phone is in great condition inside and out. Minor scratches, will come with two batteries, charger and cover as seen in pictures. I bought a new phone so I need to sell this one."	52128	Samsung	109.00
B00B7NAFI6	"BLU Dash 4.0 D270a Unlocked Dual SIM Phone with Dual-Core 1GHz Processor, Android 4.0 ICS, 3G HSPA, and High Res LCD Screen - U.S. Warranty (Black)"	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41DRD5VuHRL._SY300_.jpg	"Best priced mobile device with Android Ice Cream Sandwich powered by a Qualcomm 1GHz Dual Core proccessor. The Dash 4.0 is the most affordable device with a high resolution 4&quot; Display. With 4GB internal memory, there is plenty of space for apps,music, and videos with expandable memory up to 32GB."	80758	BLU	190.00
B00B90KCNU	BLACKBERRY Z10 16GB WHITE FACTORY UNLOCKED GSM	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41nMCAz9PmL._SY300_.jpg	"Introducing a completely new way to use your smartphone. A new experience where features and apps work together seamlessly and share your train of thought to help you complete tasks faster and with ease. Discover BlackBerry Z10, designed to keep you moving."	2752	BlackBerry	190.00
B00B9K6ESC	Kyocera Event Prepaid Android Phone (Virgin Mobile)	Cell_Phones_and_Accessories	Phones	http://ecx.images-amazon.com/images/I/51EDyasOGBL._SY300_.jpg	null	3704	Kyocera	69.99
B00B9K6TK0	Samsung Galaxy Victory LTE Prepaid Android Phone (Virgin Mobile)	Cell_Phones_and_Accessories	Phones	http://ecx.images-amazon.com/images/I/51y0Qe2nC6L._SY300_.jpg	null	1200	Samsung	149.99
B00B9Q56WQ	Nokia Lumia 620 Black Factory Unlocked Smartphone	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41Hy%2BJtjyQL._SY300_.jpg	Cellular Band - Quad-Band 850 / 900 / 1800 / 1900 Mhz Cellular Band 3G - 850 / 900 / 1900 / 2100 Mhz	91243	Nokia	182.70
B00BC36BW0	Urge Basics UG-SNDBRCKBLK Soundbrick Ultra Portable Bluetooth Stereo Speaker with Built-in Mic - Retail Packaging - Black	Cell_Phones_and_Accessories	Bluetooth Speakers	http://ecx.images-amazon.com/images/I/41BqyyTFg3L._SX300_.jpg	"Excellent Stereo sound with built-in mic. Volume control and one-touch answer button. Non-slip rubber finish. Compatible with iPad, Samsung Galaxy Tab, & most Bluetooth-enabled tablets & devices. Package Contents: Sound Brick; Operation Manual; USB Charging Cable. Technical Specs: Bluetooth: V 2. 0, Bluetooth Profiles Supported: A2DP V1. 2, AVRCP V1. 4, Operation Time: Up to 80 Hours, Frequency Range: 2. 4GHz-2. 480GHz, Effective range:8-10m, Output power: 2&#xD7;1. 5W, S/N Ratio: &gt;60dB, Power supply: USB 5V, Battery Built-In 3. 7V 1000mAh Lithium-lon"	12846	URGE Basics	38.00
B00BD4BLM8	"Straight Talk AT&amp;T Micro Sim iPhone 4, 4s, Galaxy S3"	Cell_Phones_and_Accessories	SIM Cards & Tools	http://ecx.images-amazon.com/images/I/41O7Zh2-R1L._SX300_.jpg	No Contract? Half the cost? Same networks? Yes. Yes. Yes. You can cut your cell phone bill in half with this Straight Talk Micro Sim Card. Get yours while supplies last.	3374	Straight Talk	2.99
B00BDBEZEC	Samsung I8190 GT-I8190 S 3 S III S3 Mini Unlocked GSM Gray	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51Sg4rR8vTL._SY300_.jpg	"Please Note: This version is i8190 (Latin American version) - the 3G bands are 900/1900/2100mhz.  Service speed and strength vary depending on your service provider and location.Size:4.79"" x 2.48"" x 0.39""3.92 ozMemory:Card Slot: microSD, up to 32GBInternal: 8GB storage, 1GB RAMData:GPRS: YesEDGE: YesSpeed: HSDPA, 14.4 Mbps; HSUPA, 5.76 MbpsWLAN: Wi-Fi802.11 a/b/g, DLNA, Wi-Fi Direct, Wi-Fi Hot SpotBluetooth: v4.0 with A2DP, LE, EDRUSB: v2.0 microUSBCamera:Primary: 5MP, 2592 x 1944 pixels, autofocus, LED flashFeatures: Geo-tagging, touch focus, face detectionVideo: 720p at 30fpsSecondary: VGAFeatures:OS: Android OS, v4.1 (Jelly Bean)Chipset: NovaThor U8420CPU: 1 GHz dial core Cortex-A9GPU: Mail-400Sensors: Accelerometer, Gyro, Proximity, CompassMessaging: SMS (threaded view), MMS, Email, Push Mail, IM, RSSBrowser: HTML5Radio: Stereo FM radio with RDSGPS: with A-GPS support and GLONASSJava: via JAVA MIDP emulatorSNS intergrationMP4/DivX/XviD/WMV/H.263/H.264 playerMP3/WAV/eAAC+/AC3/FLAC playerOrganizerImage/Video EditorDocument ViewerGoogle Search, Maps, Gmail. YouTube, Calendar, Google Talk, PicasaVoice Memo/Dial/CommandsPredictive Text Input (SWYPE)Battery:Standard Battery: Li-Ion 1500 mAhStand By: up to 450 hoursTalk Time: up to 14 hours 10 minutes"	36841	Samsung	299.99
B00BI9AKJI	Samsung GT-i8190 Galaxy S3 Mini 8GB 3G 850/1900/2100 factory Unlocked International Verison BLACK	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41gru7TQg6L._SY300_.jpg	"Sleek and stylish, the ergonomically-designed marble white Samsung Galaxy S III mini GT-I8190 cell phone takes functionality to another level. Designed with a 4-inch screen featuring Super AMOLED display, this Samsung Galaxy S III (O2) cell phone offers an enhanced view of the content, be it multimedia or websites. Running on the powerful Android 4.1 Jelly Bean OS, which offers a wide range of useful applications, this smartphone helps you with improved efficiency."	2557	Samsung	190.00
B00BJL133C	HTC ONE M7 32GB 4G LTE Android Smartphone (Unlocked) - Sliver	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51OD4eeWeeL._SY300_.jpg	"Combining ergonomic, stylish, and modern design with fresh user interface, this silver HTC cell phone covers all consumer&#x2019;s needs and takes functionality to another level. Sporting a massive storage space of 64 GB the smartphone lets you store and carry your data conveniently. Moreover, the stunning 4.7-inch display on this HTC One offers an enhanced view of the content and makes the navigation easy. Running on the powerful Android 4.1.2 Jelly Bean operating system, which provides a wide range of useful applications, the HTC cell phone demonstrates magnificent performance and helps you with improved efficiency. What&#x2019;s more, you can reap the benefits of multi-tasking without hassle thanks to the 1.7 GHz quad-core processor. Furthermore, with the 4 MP camera on this HTC One, you can capture your most special moments with the loved ones, making vivid, true-to-life images with a wide range of colors, even in low light conditions. The smartphone, which is available unlocked, is Wi-Fi-enabled device which gives you quick access to the Internet and has complementary GPS services to assist you on road. Additionally, supporting most modern-day communication needs, this HTC cell phone delivers impressive features and great experience to users."	3933	HTC	149.99
B00BKEQBI0	Pebble Smartwatch for iPhone and Android (Black)	Cell_Phones_and_Accessories	Smart Watches & Accessories	http://ecx.images-amazon.com/images/I/41t32YBS8nL._SY300_.jpg	null	1154	Pebble Technology Corp	79.99
B00BKRXEIC	LG Optimus G E970 Unlocked 4G LTE Quad-Core ! 4.7&quot; IPS 2GB 16GB ROM Phone	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41qDI6SnxPL._SX300_.jpg	LG E970 Optimus G 16GB	12585	LG	190.00
B00BMJTR4I	Straight Talk SIM Card for T-mobile or Compatible GSM Phones (REGULAR SIZED SIM CARD)	Cell_Phones_and_Accessories	SIM Cards & Tools	http://ecx.images-amazon.com/images/I/51nMQLpeZGL._SX300_.jpg	"Same Networks. Half the Cost.\n\nYOU ONLY GOING TO RECEIVE THE SIM CARD - NO SERVICE INCLUDED. STRAIGHT TALK SIM CARD FOR UNLOCKED GSM OR T-MOBILE PHONES THAT USE A STANDARD SIZE SIM. In order to Activate your service, you will need TO PURCHASE a Airtime PIN and HAVE A T-Mobile or unlocked GSM phone. Some services may not work depending on your phone. This program does not work with TracFone, SafeLink, NET10, Straight Talk phones or Verizon, Sprint AND BlackBerry handsets. In order for your phone to work properly, you must update the data settings APN also called the Access Point Name."	7115	Straight Talk	5.99
B00BT1NXHQ	H2O Wireless AT&amp;T Compatible Standard SIM Card	Cell_Phones_and_Accessories	SIM Cards & Tools	http://ecx.images-amazon.com/images/I/51Tu8fBJo4L._SY300_.jpg	Use this H2O Wireless Unlimited SIM card to enjoy unlimited talk and text services on your unlocked GSM mobile phone.	2101	H2O Wireless	8.00
B00BV1MVJ0	Samsung Galaxy S4 White i9500 16GB Factory Unlocked International Verison - WHITE	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/419Laj37GcL._SY300_.jpg	"The Galaxy S4 does what you want and what you didn't know was even possible. Erase a photo's background distractions with just a touch, catch every part of your child's somersault, or capture your view of the city skyline. Preview photos and files or read a news article without ever touching the screen. Use one screen to check Facebook as you catch up on email.\n\nOffering a highly crafted design with a larger screen and improved battery life, the sleek and innovative Galaxy S4 is slimmer yet stronger, with less to hold yet more to see.\n\nThe Galaxy S4 features a 5-inch Full HD 1080p Super AMOLED touch-enabled display, a 1.6 GHz quad-core processor, a 13-megapixel rear camera with Full HD 1080p video recording capabilities, 2-megapixel front camera, 16 GB of storage plus microSD memory expansion up to 64 GB (via optional card), 2 GB of RAM for excellent multitasking, a full complement of wireless connectivity (including Wi-Fi, Bluetooth, and NFC), and enterprise-ready security features."	1098	Samsung	190.00
B00BV1NKCW	Samsung Galaxy S4 GT-i9500 16GB Factory Unlocked International Verison - Black	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51r-VHwUUqL._SY300_.jpg	"The Galaxy S4 does what you want and what you didn't know was even possible. Erase a photo's background distractions with just a touch, catch every part of your child's somersault, or capture your view of the city skyline. Preview photos and files or read a news article without ever touching the screen. Use one screen to check Facebook as you catch up on email.\n\nOffering a highly crafted design with a larger screen and improved battery life, the sleek and innovative Galaxy S4 is slimmer yet stronger, with less to hold yet more to see.\n\nThe Galaxy S4 features a 5-inch Full HD 1080p Super AMOLED touch-enabled display, a 1.6 GHz quad-core processor, a 13-megapixel rear camera with Full HD 1080p video recording capabilities, 2-megapixel front camera, 16 GB of storage plus microSD memory expansion up to 64 GB (via optional card), 2 GB of RAM for excellent multitasking, a full complement of wireless connectivity (including Wi-Fi, Bluetooth, and NFC), and enterprise-ready security features."	1853	Samsung	190.00
B00BV48MY0	Samsung Galaxy S4 White i9500 16GB Factory Unlocked International Verison - WHITE	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41pfrE2EdDL._SX300_.jpg	"Make your life richer, simpler, and more fun. As a real life companion, the new Samsung GALAXY S4 helps bring us closer and captures those fun moments when we are together. Each feature was designed to simplify our daily lives. Furthermore, it cares enough to monitor our health and well being. To put it simply, the Samsung GALAXY S4 is there for you. The Samsung Galaxy S4 brings a huge Full HD screen, an improved camera and faster innards, and fits it all in a chassis the same size as the Galaxy S3. Take photos so amazing, you won't believe they came from a smartphone. Turn your phone into a TV remote control. Navigate your screen without even touching it. Brings everyone closer together .The Samsung GALAXY S4 is all about togetherness . It brings people together when they re apart. You and your friends can share screens as well as explore each other s favorite music, files and games. The Samsung GALAXY S4 not only overcomes barriers of distance but also breaks down language barriers Simplifies everyday tasksThe ultimate productivity device the Samsung GALAXY S4 is designed with the well connected, multi tasker in mind.Call a friend, answer the phone, preview emails and control videos without even touching the phone.When you connect your Samsung GALAXY S4 to your home entertainment system, it can suggest TV programs based on what you like. Access your personal HomeSync system from all devices and remotely share with friends and family. A phone that follows your every moveBuilding off of the GALAXY S3 s Smart Stay, the Samsung GALAXY S4 knows what you re doing and intuitively moves along with you. Whenever you look away, the Samsung GALAXY S4 makes sure to pause whatever you re watching, so you don t miss anything. Amazingly, Smart Pause resumes where you left off when you look back at the screen again."	6235	Samsung	190.00
B00C1DIGRI	"Blackberry Q10 Black 16GB Factory Unlocked, International Version - 4G / LTE 3, 7, 8, 20 (1800 / 2600 / 900 / 800 MHz)"	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41JF0j-5k1L._SY300_.jpg	"This Brand New Blackberry Q10 Black, Factory Unlocked phone comes in Original box from Blackberry with all Original accessories in the box. This phone comes with 30 days warranty with our company, after that there is no warranty unless you purchase a third party company warranty. It is customers responsibility to find out if this phone will or will not work on 4G LTE service, we will not accept returns if 3G or 4G will not work for customer. Here are the bands for 3G and 4G:\nHSPA 1, 2, 5/6, 8 (850 / 900 / 1900 / 2100 MHz) \nLTE international bands 3, 7, 8, 20 (1800 / 2600 / 900 / 800 MHz)"	673	BlackBerry	190.00
B00CBSX5U6	Samsung Galaxy S4 i9505 16GB /LTE 800/850/900/1800/2100/2600 Unlocked International Version Black	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41dLETcsPQL._SY300_.jpg	"This Brand New Samsung Galaxy S4 i9505 Black 4G/LTE Factory Unlocked model comes in Original box with all Original accessories in the box. This item comes with 30 days warranty with our store, after that we are not liable for item damage in any ways or form."	5401	Samsung	127.99
B00CBVLLE0	10x SIM Card Tray Removal Remover Eject Pin Key Tool For iPhone 5 4 4S 3G 3GS	Cell_Phones_and_Accessories	SIM Cards & Tools	http://ecx.images-amazon.com/images/I/417NF1KrcxL._SX300_.jpg	"Sku:G411910013Details:SIM Card Tray Opening Removal Remover Eject Pin Key Tool For iPhone 5 4 4S 3G 3GSWith this SIM Card Eject Pin, you caneasilyopen,remove,eject the SIM card TrayIt is made ofmetalmaterialLightweight, compact and portable,you canhang it on your keyringUse this Eject Pin to replace your lost or dirty oneIt is a great accessoryPackage:10 x iPhone Eject Pin"	16127	StaiBC	4.99
B00CDJF506	Bluecell Set of 3 Cellphone SIM Card adapter/converter (Nano-Micro/Nano-Regular/Micro-Regular) for Apple iPhone/Android phone user	Cell_Phones_and_Accessories	SIM Cards & Tools	http://ecx.images-amazon.com/images/I/31BSa-JpOhL.jpg	"This package fits for a person who change SIM card frequently, which can let you use one nano SIM card and fits for all mobile phone with these adapters."	6393	Bluecell	8.00
B00CIF9MJK	SAMSUNG GALAXY S4 i9500 16GB Factory Unlocked INTERNATIONAL VERSION BLACK	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/51iyUJryeeL._SY300_.jpg	"Make your life richer, simpler, and more fun. As a real life companion, the new Samsung GALAXY S4 helps bring us closer and captures those fun moments when we are together. Each feature was designed to simplify our daily lives. Furthermore, it cares enough to monitor our health and well being. To put it simply, the Samsung GALAXY S4 is there for you. The Samsung Galaxy S4 brings a huge Full HD screen, an improved camera and faster innards, and fits it all in a chassis the same size as the Galaxy S3. Take photos so amazing, you won't believe they came from a smartphone. Turn your phone into a TV remote control. Navigate your screen without even touching it. Brings everyone closer together .The Samsung GALAXY S4 is all about togetherness . It brings people together when they re apart. You and your friends can share screens as well as explore each other s favorite music, files and games. The Samsung GALAXY S4 not only overcomes barriers of distance but also breaks down language barriers Simplifies everyday tasksThe ultimate productivity device the Samsung GALAXY S4 is designed with the well connected, multi tasker in mind.Call a friend, answer the phone, preview emails and control videos without even touching the phone.When you connect your Samsung GALAXY S4 to your home entertainment system, it can suggest TV programs based on what you like. Access your personal HomeSync system from all devices and remotely share with friends and family. A phone that follows your every moveBuilding off of the GALAXY S3 s Smart Stay, the Samsung GALAXY S4 knows what you re doing and intuitively moves along with you. Whenever you look away, the Samsung GALAXY S4 makes sure to pause whatever you re watching, so you don t miss anything. Amazingly, Smart Pause resumes where you left off when you look back at the screen again."	2429	Samsung	190.00
B00CIZFK9G	Samsung Galaxy S4 i9505 16GB /LTE 800/850/900/1800/2100/2600 Unlocked International Version No Warranty White	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/41UrlBFnbWL._SX300_.jpg	"This Brand New Samsung Galaxy S4 i9505 White 4G/LTE Factory Unlocked model comes in Original box with all Original accessories in the box. This item comes with 30 days warranty with our store, after that we are not liable for item damage in any ways or form."	4477	Samsung	127.99
B00CJRZ31S	"EasyAcc&reg; 2nd Gen Olive Bluetooth Speaker with Built-in microphone -Support USB Flash &amp; micro SD Card Playing, Mini Outdoor Sports Portable Wireless Speaker for Samsung, iPhone,iPad, Nokia, HTC,Tablets PC,Notebook [ FM function,color:Blue]"	Cell_Phones_and_Accessories	Bluetooth Speakers	http://ecx.images-amazon.com/images/I/51zw5Yu2JrL._SY300_.jpg	"EasyAcc  make it easyEasyAcc  Bluetooth Speaker - make you enjoy music more easilyWhy choosing EasyAcc  Bluetooth Speaker?1. Multi-play Function- Wireless audio streaming (appay to all bluetooth-enabled devices)- 3.5mm AUX Line-in port - audio streaming with non-bluetooth devices such as MP3, MP4,CD Players- USB Flash Drives and micro SD Cards play supported - no need to carry mobile phones, tablet, etc., support MP3 format2. FM Radio Function: 87.0-108.0 MHz3. Telephone Answering Function (hands free)The interner microphone supports answer,reject, end a call directly from speakers4. Pefect for Outdoor activitiesOutput Power: 2 W x 2, powerful sound, suitable for outdoor play, e.g. sports, cookouts, picnic, etc.Built-in rechargeable Li-ion battery5. Special Appearencefootball shape designed, simple and modern style, can be used not only as a bluetooth speaker ,but also an adornmentCompatible with: Mobile phones, tablets, Laptops,Computers, iPad, iPhone, iPod, MP3, MP4 etc.Specification:Weight: 258g (9 oz.)Output power: 2W * 2Driver: 1.5"" *2Operating Range: 10M (32 ft - no obstacles such as door , wall)Talking Time: 5 hoursPlaying time: 8 hours (normal volume)Standby time: 48 hoursCharging time: 2-3 hoursWhat's in the Box:1 x  Mini Speaker1 x  Li-lon battery1 x  Micro USB Cable1 x  3.5 mm stereo audio cable1 x  User Manual"	3579	FANZY	38.00
B00CKUBLFQ	Nokia Lumia 520 8GB Unlocked GSM Windows 8 OS Cell Phone - Black	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/413jMTKfOuL._SY300_.jpg	"OS - Windows Phone 8 Dimensions - 119.9 x 64 x 9.9 mm, 75.7 cc (4.72 x 2.52 x 0.39 in) Weight 124 g (4.37 oz) IPS LCD capacitive touchscreen, 16M colors 8 GB, 512 MB RAM Camera - 5 MP, 25921936 pixels, autofocus"	251	Nokia	190.00
B00CL8XDF8	Apple iPhone 4S 16GB - AT&amp;T -	Cell_Phones_and_Accessories	Unlocked Cell Phones	http://ecx.images-amazon.com/images/I/412fjFwu-jL._SY300_.jpg	"16GB iPhone 4S locked AT&T; model.  Will work on AT&T.;\n\nNow you can use your voice to use your iPhone. Just talk to Siri as you would to a person: ""Do I need an umbrella?"" or ""Any great burgers around here?"" or ""Where's the closest ATM?"" Siri not only understands what you say, it knows what you mean.1 It figures out the right apps to use to find the right answer. Then, just like a personal assistant, it answers you. Siri makes phone calls, sends messages, schedules meetings, sets reminders, and more. How much more? Just ask, and Siri tells you that, too.\n\nTwo cores in the A5 chip deliver up to two times more power and up to seven times faster graphics.2 And you'll feel the effects. Fast. iPhone 4S is quick and responsive, which makes all the difference when you're launching apps, browsing the web, gaming, and doing just about everything. And no matter what you're doing, you can keep on doing it. Because the A5 chip is so power-efficient, iPhone 4S has outstanding battery life.\n\n\nThis just might be the best camera ever on a phone. And with all-new optics, it just might be the only camera you need. Because behind every shot, you've got 8-megapixel resolution and a custom lens with a larger f/2.4 aperture. Not to mention an improved backside illumination sensor, excellent auto white balance, advanced color accuracy, face detection, and reduced motion blur. It all means that no matter how many people, how much light, and how much action you capture, everything looks exactly as it should. And just wait until you see the photos.\n\n\nShoot stunning 1080p HD video everywhere you go. With all-new optics, the light is always right, the color is always vivid, and everything will look even better than you remember. Video stabilization steadies shaky shots. And you can edit video right on iPhone and share your lush life as fast as you shoot."	59326	Apple	190.00
